Count,Agent Name,Description,Severity Level
4822,telaverge,New dpkg (Debian Package) installed.,8.9
4823,telaverge,New dpkg (Debian Package) installed.,8.9
4824,telaverge,New dpkg (Debian Package) installed.,8.9
4825,telaverge,New dpkg (Debian Package) installed.,8.9
4826,telaverge,New dpkg (Debian Package) installed.,8.9
4827,telaverge,New dpkg (Debian Package) installed.,8.9
4828,telaverge,New dpkg (Debian Package) installed.,8.9
4829,telaverge,New dpkg (Debian Package) installed.,8.9
4830,telaverge,Dpkg (Debian Package) half configured.,7.3
4831,telaverge,New dpkg (Debian Package) installed.,8.9
4832,telaverge,New dpkg (Debian Package) installed.,8.9
4833,telaverge,Successful sudo to ROOT executed.,9.4
4834,telaverge,Successful sudo to ROOT executed.,9.4
4835,telaverge,PAM: Login session opened.,4.0
4836,telaverge,PAM: Login session closed.,2.3
4837,telaverge,PAM: Login session closed.,2.3
4838,telaverge,PAM: Login session closed.,2.3
4839,telaverge,Systemd: Service exited due to a failure.,2.0
4840,sushant-VirtualBox,File added to the system.,8.3
4841,sushant-VirtualBox,Integrity checksum changed.,7.5
4842,sushant-VirtualBox,Integrity checksum changed.,7.5
4843,Subhankar-Virtualbox,Successful sudo to ROOT executed.,9.4
4844,Subhankar-Virtualbox,PAM: Login session opened.,4.0
4845,Subhankar-Virtualbox,PAM: Login session opened.,4.0
4846,telaverge,PAM: Login session opened.,4.0
4847,Subhankar-Virtualbox,PAM: Login session closed.,2.3
4848,sushant-VirtualBox,PAM: Login session opened.,4.0
4849,sushant-VirtualBox,PAM: Login session opened.,4.0
4850,telaverge,PAM: Login session closed.,2.3
4851,telaverge,PAM: Login session closed.,2.3
4852,sushant-VirtualBox,Systemd: Service exited due to a failure.,2.0
4853,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4854,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4855,sushant-VirtualBox,Audit: Command: /usr/bin/netstat.,
4856,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4857,sushant-VirtualBox,Audit: Command: /usr/bin/last.,0.9
4858,sushant-VirtualBox,Audit: Command: /usr/bin/df.,
4859,sushant-VirtualBox,Audit: Command: /usr/bin/sed.,0.9
4860,sushant-VirtualBox,Syscheck Audit: Detected rules manipulation: Audit rules removed,
4861,sushant-VirtualBox,Syscheck Audit: Detected rules manipulation: Audit rules removed,
4862,sushant-VirtualBox,Auditd: Configuration changed.,
4863,sushant-VirtualBox,Auditd: Configuration changed.,
4864,sushant-VirtualBox,Auditd: Configuration changed.,
4865,sushant-VirtualBox,Auditd: Configuration changed.,
4866,Subhankar-Virtualbox,PAM: Login session opened.,4.0
4867,Subhankar-Virtualbox,PAM: Login session opened.,4.0
4868,sushant-VirtualBox,Auditd: Configuration changed.,
4869,sushant-VirtualBox,Auditd: Configuration changed.,
4870,sushant-VirtualBox,Auditd: Configuration changed.,
4871,sushant-VirtualBox,Auditd: Configuration changed.,
4872,sushant-VirtualBox,Auditd: Configuration changed.,
4873,telaverge,sshd: connection reset,
4874,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4875,sushant-VirtualBox,Audit: Command: /usr/bin/rm.,6.9
4876,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4877,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4878,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4879,sushant-VirtualBox,File added to the system.,8.3
4880,sushant-VirtualBox,File added to the system.,8.3
4881,sushant-VirtualBox,File added to the system.,8.3
4882,sushant-VirtualBox,File added to the system.,8.3
4883,sushant-VirtualBox,File added to the system.,8.3
4884,sushant-VirtualBox,File added to the system.,8.3
4885,sushant-VirtualBox,File added to the system.,8.3
4886,sushant-VirtualBox,File added to the system.,8.3
4887,sushant-VirtualBox,File added to the system.,8.3
4888,sushant-VirtualBox,File added to the system.,8.3
4889,sushant-VirtualBox,File added to the system.,8.3
4890,sushant-VirtualBox,File added to the system.,8.3
4891,sushant-VirtualBox,Integrity checksum changed.,7.5
4892,sushant-VirtualBox,File deleted.,8.0
4893,sushant-VirtualBox,Integrity checksum changed.,7.5
4894,sushant-VirtualBox,Integrity checksum changed.,7.5
4895,sushant-VirtualBox,File deleted.,8.0
4896,sushant-VirtualBox,Integrity checksum changed.,7.5
4897,sushant-VirtualBox,File deleted.,8.0
4898,sushant-VirtualBox,File deleted.,8.0
4899,sushant-VirtualBox,Integrity checksum changed.,7.5
4900,sushant-VirtualBox,File deleted.,8.0
4901,sushant-VirtualBox,Integrity checksum changed.,7.5
4902,sushant-VirtualBox,File deleted.,8.0
4903,sushant-VirtualBox,File deleted.,8.0
4904,sushant-VirtualBox,File deleted.,8.0
4905,sushant-VirtualBox,File deleted.,8.0
4906,sushant-VirtualBox,Integrity checksum changed.,7.5
4907,sushant-VirtualBox,File deleted.,8.0
4908,sushant-VirtualBox,File deleted.,8.0
4909,sushant-VirtualBox,Integrity checksum changed.,7.5
4910,sushant-VirtualBox,File deleted.,8.0
4911,sushant-VirtualBox,File deleted.,8.0
4912,sushant-VirtualBox,Integrity checksum changed.,7.5
4913,sushant-VirtualBox,File deleted.,8.0
4914,sushant-VirtualBox,File deleted.,8.0
4915,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4916,sushant-VirtualBox,Audit: Command: /usr/bin/rm.,6.9
4917,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4918,sushant-VirtualBox,Integrity checksum changed.,7.5
4919,sushant-VirtualBox,File added to the system.,8.3
4920,sushant-VirtualBox,File deleted.,8.0
4921,sushant-VirtualBox,Integrity checksum changed.,7.5
4922,sushant-VirtualBox,Integrity checksum changed.,7.5
4923,sushant-VirtualBox,Integrity checksum changed.,7.5
4924,sushant-VirtualBox,Integrity checksum changed.,7.5
4925,sushant-VirtualBox,Integrity checksum changed.,7.5
4926,sushant-VirtualBox,Integrity checksum changed.,7.5
4927,sushant-VirtualBox,Integrity checksum changed.,7.5
4928,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4929,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4930,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4931,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4932,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4933,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4934,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4935,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4936,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4937,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4938,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4939,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4940,sushant-VirtualBox,Audit: Command: /usr/bin/rm.,6.9
4941,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4942,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4943,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4944,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4945,sushant-VirtualBox,New dpkg (Debian Package) installed.,8.9
4946,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4947,sushant-VirtualBox,Integrity checksum changed.,7.5
4948,sushant-VirtualBox,File deleted.,8.0
4949,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4950,sushant-VirtualBox,Integrity checksum changed.,7.5
4951,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4952,sushant-VirtualBox,Audit: Command: /usr/sbin/ldconfig.,
4953,sushant-VirtualBox,Audit: Command: /usr/bin/test.,0.9
4954,sushant-VirtualBox,Audit: Command: /usr/bin/echo.,5.1
4955,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4956,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
4957,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4958,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4959,sushant-VirtualBox,Audit: Command: /usr/bin/find.,2.2
4960,sushant-VirtualBox,Audit: Command: /usr/bin/dirname.,
4961,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4962,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4963,sushant-VirtualBox,Audit: Command: /usr/bin/mv.,6.7
4964,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4965,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4966,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4967,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4968,sushant-VirtualBox,Audit: Command: /usr/bin/rm.,6.9
4969,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4970,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4971,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4972,sushant-VirtualBox,File added to the system.,8.3
4973,sushant-VirtualBox,Integrity checksum changed.,7.5
4974,sushant-VirtualBox,File deleted.,8.0
4975,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4976,sushant-VirtualBox,Audit: Command: /usr/sbin/ldconfig.,
4977,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4978,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4979,sushant-VirtualBox,Audit: Command: /usr/bin/test.,0.9
4980,sushant-VirtualBox,New dpkg (Debian Package) installed.,8.9
4981,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
4982,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4983,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4984,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4985,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4986,sushant-VirtualBox,Audit: Command: /usr/bin/echo.,5.1
4987,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4988,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4989,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4990,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4991,sushant-VirtualBox,Audit: Command: /usr/bin/mktemp.,3.5
4992,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
4993,sushant-VirtualBox,Audit: Command: /usr/bin/locale.,
4994,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4995,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
4996,sushant-VirtualBox,Audit: Command: /usr/bin/locale.,
4997,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
4998,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
4999,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5000,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5001,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5002,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5003,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
5004,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5005,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5006,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5007,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5008,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5009,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
5010,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5011,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5012,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5013,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5014,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5015,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5016,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5017,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5018,sushant-VirtualBox,Audit: Command: /usr/bin/rm.,6.9
5019,sushant-VirtualBox,Audit: Command: /usr/bin/test.,0.9
5020,sushant-VirtualBox,Audit: Command: /usr/bin/gdbus.,
5021,sushant-VirtualBox,Audit: Command: /usr/bin/apt.,3.9
5022,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5023,sushant-VirtualBox,Audit: Command: /usr/bin/find.,2.2
5024,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
5025,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5026,sushant-VirtualBox,Audit: Command: /usr/bin/locale.,
5027,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5028,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5029,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5030,sushant-VirtualBox,Audit: Command: /usr/bin/echo.,5.1
5031,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
5032,sushant-VirtualBox,Audit: Command: /usr/bin/touch.,3.5
5033,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
5034,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5035,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5036,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5037,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5038,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5039,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5040,sushant-VirtualBox,Audit: Command: /usr/bin/dash.,1.1
5041,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5042,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5043,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5044,sushant-VirtualBox,Audit: Command: /usr/bin/perl.,3.2
5045,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5046,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5047,sushant-VirtualBox,Audit: Command: /usr/bin/dpkg.,3.4
5048,sushant-VirtualBox,Audit: Command: /usr/bin/tar.,4.1
5049,sushant-VirtualBox,Dpkg (Debian Package) half configured.,7.3
5050,Subhankar-Virtualbox,CVE-2022-42856 affects libwebkit2gtk-4.0-37,
5051,Subhankar-Virtualbox,CVE-2022-2257 affects vim-common,
5052,Subhankar-Virtualbox,CVE-2022-2257 affects xxd,
5053,Subhankar-Virtualbox,CVE-2022-3736 affects bind9-dnsutils,
5054,Subhankar-Virtualbox,CVE-2022-3736 affects bind9-host,
5055,Subhankar-Virtualbox,CVE-2021-33294 affects libelf1,
5056,Subhankar-Virtualbox,CVE-2022-28321 affects libpam-modules,
5057,Subhankar-Virtualbox,CVE-2020-10001 affects cups,
5058,Subhankar-Virtualbox,CVE-2020-10001 affects cups-core-drivers,
5059,Subhankar-Virtualbox,CVE-2022-24795 affects libyajl2,
5060,Subhankar-Virtualbox,CVE-2023-23529 affects gir1.2-webkit2-4.0,
5061,Subhankar-Virtualbox,CVE-2020-27618 affects libc-bin,
5062,Subhankar-Virtualbox,CVE-2022-1941 affects python3-protobuf,
5063,Subhankar-Virtualbox,CVE-2022-1942 affects vim-common,
5064,Subhankar-Virtualbox,CVE-2022-1942 affects xxd,
5065,Subhankar-Virtualbox,CVE-2023-0795 affects libtiff5,
5066,Subhankar-Virtualbox,CVE-2020-21047 affects libdw1,
5067,Subhankar-Virtualbox,CVE-2020-21047 affects libelf1,
5068,Subhankar-Virtualbox,CVE-2023-0799 affects libtiff5,
5069,Subhankar-Virtualbox,CVE-2022-1898 affects vim-tiny,
5070,Subhankar-Virtualbox,CVE-2023-1667 affects libssh-4,
5071,Subhankar-Virtualbox,CVE-2022-21440 affects libmysqlclient21,
5072,Subhankar-Virtualbox,CVE-2022-27406 affects libfreetype6,
5073,Subhankar-Virtualbox,CVE-2022-2200 affects thunderbird-gnome-support,
5074,Subhankar-Virtualbox,CVE-2022-2206 affects vim-common,
5075,Subhankar-Virtualbox,CVE-2023-29533 affects thunderbird,
5076,Subhankar-Virtualbox,CVE-2023-29533 affects thunderbird-gnome-support,
5077,Subhankar-Virtualbox,CVE-2022-0566 affects thunderbird-gnome-support,
5078,Subhankar-Virtualbox,CVE-2023-46751 affects ghostscript-x,
5079,Subhankar-Virtualbox,CVE-2023-45803 affects python3-urllib3,
5080,Subhankar-Virtualbox,CVE-2023-6859 affects thunderbird-gnome-support,
5081,Subhankar-Virtualbox,CVE-2019-18276 affects bash,
5082,Subhankar-Virtualbox,CVE-2023-44271 affects python3-pil,
5083,Subhankar-Virtualbox,CVE-2023-40186 affects libfreerdp2-2,
5084,Subhankar-Virtualbox,CVE-2023-0288 affects vim-common,
5085,Subhankar-Virtualbox,CVE-2023-0288 affects vim-tiny,
5086,Subhankar-Virtualbox,CVE-2023-40187 affects libwinpr2-2,
5087,Subhankar-Virtualbox,CVE-2023-40188 affects libfreerdp2-2,
5088,Subhankar-Virtualbox,CVE-2018-25032 affects zlib1g,
5089,Subhankar-Virtualbox,CVE-2022-21547 affects libmysqlclient21,
5090,Subhankar-Virtualbox,CVE-2022-2867 affects libtiff5,
5091,Subhankar-Virtualbox,CVE-2022-42852 affects gir1.2-javascriptcoregtk-4.0,
5092,Subhankar-Virtualbox,CVE-2022-42852 affects gir1.2-webkit2-4.0,
5093,Subhankar-Virtualbox,CVE-2020-35532 affects libraw19,
5094,Subhankar-Virtualbox,CVE-2022-0865 affects libtiff5,
5095,Subhankar-Virtualbox,CVE-2023-34966 affects samba-libs,
5096,Subhankar-Virtualbox,CVE-2023-34967 affects libwbclient0,
5097,Subhankar-Virtualbox,CVE-2023-34967 affects samba-libs,
5098,Subhankar-Virtualbox,CVE-2023-34968 affects libsmbclient,
5099,Subhankar-Virtualbox,CVE-2023-34968 affects libwbclient0,
5100,Subhankar-Virtualbox,CVE-2023-34969 affects dbus-x11,
5101,Subhankar-Virtualbox,CVE-2024-0408 affects xserver-common,
5102,Subhankar-Virtualbox,CVE-2024-0408 affects xwayland,
5103,Subhankar-Virtualbox,CVE-2024-0409 affects xserver-xorg-core,
5104,Subhankar-Virtualbox,CVE-2024-0409 affects xserver-xorg-legacy,
5105,Subhankar-Virtualbox,CVE-2022-1735 affects vim-tiny,
5106,Subhankar-Virtualbox,CVE-2022-4292 affects vim-tiny,
5107,Subhankar-Virtualbox,CVE-2022-2601 affects grub-pc-bin,
5108,Subhankar-Virtualbox,CVE-2022-2601 affects grub2-common,
5109,Subhankar-Virtualbox,CVE-2022-21233 affects intel-microcode,
5110,Subhankar-Virtualbox,CVE-2023-32611 affects libglib2.0-data,
5111,Subhankar-Virtualbox,CVE-2022-47024 affects xxd,
5112,Subhankar-Virtualbox,CVE-2022-48503 affects gir1.2-webkit2-4.0,
5113,Subhankar-Virtualbox,CVE-2022-32886 affects gir1.2-javascriptcoregtk-4.0,
5114,Subhankar-Virtualbox,CVE-2022-22662 affects gir1.2-javascriptcoregtk-4.0,
5115,Subhankar-Virtualbox,CVE-2022-22662 affects libjavascriptcoregtk-4.0-18,
5116,Subhankar-Virtualbox,CVE-2023-38470 affects avahi-daemon,
5117,Subhankar-Virtualbox,CVE-2023-38470 affects libavahi-core7,
5118,Subhankar-Virtualbox,CVE-2022-48564 affects libpython3.8-minimal,
5119,Subhankar-Virtualbox,CVE-2022-48564 affects python3.8,
5120,Subhankar-Virtualbox,CVE-2022-48565 affects libpython3.8,
5121,Subhankar-Virtualbox,CVE-2022-48565 affects libpython3.8-minimal,
5122,Subhankar-Virtualbox,CVE-2022-48565 affects python3.8,
5123,Subhankar-Virtualbox,CVE-2022-48565 affects python3.8-minimal,
5124,Subhankar-Virtualbox,CVE-2022-38349 affects libpoppler-cpp0v5,
5125,Subhankar-Virtualbox,CVE-2022-38349 affects libpoppler-glib8,
5126,Subhankar-Virtualbox,CVE-2022-38349 affects poppler-utils,
5127,Subhankar-Virtualbox,CVE-2022-0924 affects libtiff5,
5128,Subhankar-Virtualbox,CVE-2022-35737 affects libsqlite3-0,
5129,Subhankar-Virtualbox,CVE-2023-24805 affects cups-filters,
5130,Subhankar-Virtualbox,CVE-2023-24805 affects libcupsfilters1,
5131,Subhankar-Virtualbox,CVE-2023-50761 affects thunderbird-gnome-support,
5132,Subhankar-Virtualbox,CVE-2023-50762 affects thunderbird,
5133,Subhankar-Virtualbox,CVE-2023-50762 affects thunderbird-gnome-support,
5134,Subhankar-Virtualbox,CVE-2023-34416 affects thunderbird,
5135,Subhankar-Virtualbox,CVE-2023-34416 affects thunderbird-gnome-support,
5136,Subhankar-Virtualbox,CVE-2022-0261 affects vim-tiny,
5137,Subhankar-Virtualbox,CVE-2020-23804 affects libpoppler-glib8,
5138,Subhankar-Virtualbox,CVE-2022-43552 affects libcurl3-gnutls,
5139,Subhankar-Virtualbox,CVE-2022-32891 affects libjavascriptcoregtk-4.0-18,
5140,Subhankar-Virtualbox,CVE-2022-32891 affects libwebkit2gtk-4.0-37,
5141,Subhankar-Virtualbox,CVE-2022-26381 affects thunderbird-gnome-support,
5142,Subhankar-Virtualbox,CVE-2023-37202 affects thunderbird-gnome-support,
5143,Subhankar-Virtualbox,CVE-2022-26383 affects thunderbird,
5144,Subhankar-Virtualbox,CVE-2023-37207 affects thunderbird-gnome-support,
5145,Subhankar-Virtualbox,CVE-2022-26387 affects thunderbird,
5146,Subhankar-Virtualbox,CVE-2020-25720 affects libsmbclient,
5147,Subhankar-Virtualbox,CVE-2020-25720 affects libwbclient0,
5148,Subhankar-Virtualbox,CVE-2022-22822 affects thunderbird,
5149,Subhankar-Virtualbox,CVE-2022-47695 affects libbinutils,
5150,Subhankar-Virtualbox,CVE-2022-47695 affects libctf-nobfd0,
5151,Subhankar-Virtualbox,CVE-2022-22824 affects thunderbird-gnome-support,
5152,Subhankar-Virtualbox,CVE-2022-23219 affects libc-bin,
5153,Subhankar-Virtualbox,CVE-2022-22826 affects thunderbird,
5154,Subhankar-Virtualbox,CVE-2022-22826 affects thunderbird-gnome-support,
5155,Subhankar-Virtualbox,CVE-2022-22827 affects thunderbird-gnome-support,
5156,Subhankar-Virtualbox,CVE-2023-38633 affects gir1.2-rsvg-2.0,
5157,Subhankar-Virtualbox,CVE-2022-28733 affects grub-common,
5158,Subhankar-Virtualbox,CVE-2022-28734 affects grub-pc,
5159,Subhankar-Virtualbox,CVE-2022-28734 affects grub-pc-bin,
5160,Subhankar-Virtualbox,CVE-2022-28735 affects grub2-common,
5161,Subhankar-Virtualbox,CVE-2022-28736 affects grub-pc,
5162,Subhankar-Virtualbox,CVE-2022-2056 affects libtiff5,
5163,Subhankar-Virtualbox,CVE-2022-2058 affects libtiff5,
5164,Subhankar-Virtualbox,CVE-2021-36053 affects libexempi8,
5165,Subhankar-Virtualbox,CVE-2023-5344 affects xxd,
5166,Subhankar-Virtualbox,CVE-2021-36054 affects libexempi8,
5167,Subhankar-Virtualbox,CVE-2023-21880 affects libmysqlclient21,
5168,Subhankar-Virtualbox,CVE-2023-21881 affects libmysqlclient21,
5169,Subhankar-Virtualbox,CVE-2021-36058 affects libexempi8,
5170,Subhankar-Virtualbox,CVE-2023-21887 affects libmysqlclient21,
5171,Subhankar-Virtualbox,CVE-2022-21599 affects libmysqlclient21,
5172,Subhankar-Virtualbox,CVE-2022-33070 affects libflac8,
5173,Subhankar-Virtualbox,CVE-2023-3600 affects thunderbird-gnome-support,
5174,Subhankar-Virtualbox,CVE-2023-32360 affects cups-common,
5175,Subhankar-Virtualbox,CVE-2023-32360 affects cups-ipp-utils,
5176,Subhankar-Virtualbox,CVE-2023-32360 affects cups-ppdc,
5177,Subhankar-Virtualbox,CVE-2022-29909 affects thunderbird,
5178,Subhankar-Virtualbox,CVE-2022-29909 affects thunderbird-gnome-support,
5179,Subhankar-Virtualbox,CVE-2022-3786 affects openssl,
5180,Subhankar-Virtualbox,CVE-2020-19185 affects libncurses6,
5181,Subhankar-Virtualbox,CVE-2020-19186 affects libncurses6,
5182,Subhankar-Virtualbox,CVE-2020-19187 affects ncurses-bin,
5183,Subhankar-Virtualbox,CVE-2020-19188 affects libtinfo6,
5184,Subhankar-Virtualbox,CVE-2020-19188 affects ncurses-bin,
5185,Subhankar-Virtualbox,CVE-2020-19189 affects ncurses-bin,
5186,Subhankar-Virtualbox,CVE-2022-2207 affects vim-tiny,
5187,Subhankar-Virtualbox,CVE-2022-2208 affects vim-tiny,
5188,Subhankar-Virtualbox,CVE-2023-32211 affects thunderbird-gnome-support,
5189,Subhankar-Virtualbox,CVE-2023-32215 affects thunderbird,
5190,Subhankar-Virtualbox,CVE-2023-32215 affects thunderbird-gnome-support,
5191,Subhankar-Virtualbox,CVE-2022-39316 affects libfreerdp-client2-2,
5192,Subhankar-Virtualbox,CVE-2022-39316 affects libfreerdp2-2,
5193,Subhankar-Virtualbox,CVE-2022-39317 affects libfreerdp-client2-2,
5194,Subhankar-Virtualbox,CVE-2022-39319 affects libfreerdp-client2-2,
5195,Subhankar-Virtualbox,CVE-2022-0417 affects vim-common,
5196,Subhankar-Virtualbox,CVE-2022-0417 affects xxd,
5197,Subhankar-Virtualbox,CVE-2022-40960 affects thunderbird-gnome-support,
5198,Subhankar-Virtualbox,CVE-2022-40962 affects thunderbird,
5199,Subhankar-Virtualbox,CVE-2022-0361 affects xxd,
5200,Subhankar-Virtualbox,CVE-2023-4781 affects vim-common,
5201,Subhankar-Virtualbox,CVE-2023-4781 affects vim-tiny,
5202,Subhankar-Virtualbox,CVE-2022-46871 affects thunderbird-gnome-support,
5203,Subhankar-Virtualbox,CVE-2022-46872 affects thunderbird,
5204,Subhankar-Virtualbox,CVE-2022-0368 affects vim-common,
5205,Subhankar-Virtualbox,CVE-2022-46877 affects thunderbird,
5206,Subhankar-Virtualbox,CVE-2023-25728 affects thunderbird,
5207,Subhankar-Virtualbox,CVE-2023-37201 affects thunderbird-gnome-support,
5208,Subhankar-Virtualbox,CVE-2022-38745 affects libreoffice-core,
5209,Subhankar-Virtualbox,CVE-2022-38745 affects libreoffice-help-common,
5210,Subhankar-Virtualbox,CVE-2022-38745 affects libreoffice-impress,
5211,Subhankar-Virtualbox,CVE-2022-38745 affects libreoffice-style-breeze,
5212,Subhankar-Virtualbox,CVE-2022-38745 affects libreoffice-style-elementary,
5213,Subhankar-Virtualbox,CVE-2022-38745 affects libridl-java,
5214,Subhankar-Virtualbox,CVE-2022-38745 affects libuno-purpenvhelpergcc3-3,
5215,Subhankar-Virtualbox,CVE-2022-38745 affects libunoloader-java,
5216,Subhankar-Virtualbox,CVE-2022-38745 affects python3-uno,
5217,Subhankar-Virtualbox,CVE-2022-38745 affects ure,
5218,Subhankar-Virtualbox,CVE-2023-28205 affects gir1.2-javascriptcoregtk-4.0,
5219,Subhankar-Virtualbox,CVE-2023-28205 affects libwebkit2gtk-4.0-37,
5220,Subhankar-Virtualbox,CVE-2022-3324 affects xxd,
5221,Subhankar-Virtualbox,CVE-2022-3328 affects snapd,
5222,Subhankar-Virtualbox,CVE-2022-0714 affects vim-common,
5223,Subhankar-Virtualbox,CVE-2022-0714 affects vim-tiny,
5224,Subhankar-Virtualbox,CVE-2023-46850 affects openvpn,
