Count,Agent Name,Description,Severity Level
4372,Subhankar-Virtualbox,CVE-2023-6206 affects thunderbird,4.379207743116322
4373,Subhankar-Virtualbox,CVE-2023-6206 affects thunderbird-gnome-support,9.539206613974576
4374,Subhankar-Virtualbox,CVE-2022-29155 affects libldap-2.4-2,5.97276046438736
4375,Subhankar-Virtualbox,CVE-2023-6208 affects thunderbird,2.089400822970444
4376,Subhankar-Virtualbox,CVE-2023-6209 affects thunderbird-gnome-support,2.2740497641134128
4377,Subhankar-Virtualbox,CVE-2020-18839 affects libpoppler97,7.362064318797872
4378,Subhankar-Virtualbox,CVE-2022-21509 affects libmysqlclient21,5.045614608608621
4379,Subhankar-Virtualbox,CVE-2022-1292 affects libssl1.1,7.454089670214672
4380,Subhankar-Virtualbox,CVE-2022-21459 affects libmysqlclient21,8.071565592097604
4381,Subhankar-Virtualbox,CVE-2022-24807 affects libsnmp-base,1.1704515473781207
4382,Subhankar-Virtualbox,CVE-2022-24807 affects libsnmp35,2.547023012132227
4383,Subhankar-Virtualbox,CVE-2022-24809 affects libsnmp-base,7.0234474429916505
4384,Subhankar-Virtualbox,CVE-2023-22005 affects libmysqlclient21,2.425168353267199
4385,Subhankar-Virtualbox,CVE-2022-2923 affects vim-common,5.04263331563029
4386,Subhankar-Virtualbox,CVE-2022-2923 affects vim-tiny,0.08610931469085648
4387,Subhankar-Virtualbox,CVE-2022-2923 affects xxd,5.134530494672516
4388,Subhankar-Virtualbox,CVE-2022-30293 affects libwebkit2gtk-4.0-37,1.2661518014108764
4389,Subhankar-Virtualbox,CVE-2022-2928 affects isc-dhcp-common,7.126413289120531
4390,Subhankar-Virtualbox,CVE-2022-2929 affects isc-dhcp-common,4.01140895942798
4391,Subhankar-Virtualbox,CVE-2022-21556 affects libmysqlclient21,7.91050803164593
4392,Subhankar-Virtualbox,CVE-2022-2319 affects xserver-xorg-core,0.38615641959135805
4393,Subhankar-Virtualbox,CVE-2022-42863 affects gir1.2-javascriptcoregtk-4.0,7.643858603676993
4394,Subhankar-Virtualbox,CVE-2022-42863 affects gir1.2-webkit2-4.0,1.473677278549167
4395,Subhankar-Virtualbox,CVE-2022-42867 affects gir1.2-javascriptcoregtk-4.0,1.0896983931228432
4396,Subhankar-Virtualbox,CVE-2022-42867 affects gir1.2-webkit2-4.0,9.757051492283951
4397,Subhankar-Virtualbox,CVE-2023-32324 affects cups,9.497020086668511
4398,Subhankar-Virtualbox,CVE-2023-32324 affects cups-core-drivers,5.709066060241125
4399,Subhankar-Virtualbox,CVE-2023-32324 affects cups-ppdc,9.022491204867356
4400,Subhankar-Virtualbox,CVE-2023-32324 affects libcups2,0.44605540771167185
4401,Subhankar-Virtualbox,CVE-2023-32324 affects libcupsimage2,1.7324401427341352
4402,Subhankar-Virtualbox,CVE-2022-2264 affects vim-tiny,9.563850422228233
4403,Subhankar-Virtualbox,CVE-2023-22057 affects libmysqlclient21,8.867306537375068
4404,Subhankar-Virtualbox,CVE-2020-21710 affects ghostscript,0.20185571799339108
4405,Subhankar-Virtualbox,CVE-2020-21710 affects ghostscript-x,2.7303138685480874
4406,Subhankar-Virtualbox,CVE-2020-21710 affects libgs9,2.3609196954079392
4407,Subhankar-Virtualbox,CVE-2022-39422 affects virtualbox-guest-utils,6.753464024284965
4408,Subhankar-Virtualbox,CVE-2022-39423 affects virtualbox-guest-x11,5.687452982514022
4409,Subhankar-Virtualbox,CVE-2022-28281 affects thunderbird-gnome-support,7.349261616989694
4410,Subhankar-Virtualbox,CVE-2022-29458 affects ncurses-bin,0.40001541883461167
4411,Subhankar-Virtualbox,CVE-2023-4580 affects thunderbird,6.7962487925849215
4412,Subhankar-Virtualbox,CVE-2023-4581 affects thunderbird-gnome-support,6.422339485732059
4413,Subhankar-Virtualbox,CVE-2023-4583 affects thunderbird,2.200823336582186
4414,Subhankar-Virtualbox,CVE-2023-4584 affects thunderbird-gnome-support,6.67183084900608
4415,Subhankar-Virtualbox,CVE-2023-4585 affects thunderbird-gnome-support,1.7436145133236125
4416,Subhankar-Virtualbox,CVE-2020-11080 affects libnghttp2-14,8.590630328313152
4417,Subhankar-Virtualbox,CVE-2023-27954 affects libjavascriptcoregtk-4.0-18,5.965824394845028
4418,Subhankar-Virtualbox,CVE-2020-0499 affects libflac8,0.24658162833079866
4419,Subhankar-Virtualbox,CVE-2022-22620 affects gir1.2-javascriptcoregtk-4.0,2.7650887118246903
4420,Subhankar-Virtualbox,CVE-2022-22624 affects libwebkit2gtk-4.0-37,6.5590599988543286
4421,Subhankar-Virtualbox,CVE-2022-22628 affects gir1.2-javascriptcoregtk-4.0,5.472555187760656
4422,Subhankar-Virtualbox,CVE-2022-22628 affects gir1.2-webkit2-4.0,2.6689050047330265
4423,Subhankar-Virtualbox,CVE-2022-22628 affects libjavascriptcoregtk-4.0-18,9.022629695982257
4424,Subhankar-Virtualbox,CVE-2022-22629 affects gir1.2-webkit2-4.0,2.2563212346859087
4425,Subhankar-Virtualbox,CVE-2022-22629 affects libjavascriptcoregtk-4.0-18,8.60160896447487
4426,Subhankar-Virtualbox,CVE-2020-29562 affects libc-bin,8.902286024473046
4427,Subhankar-Virtualbox,CVE-2020-29562 affects locales,1.1667170776290514
4428,Subhankar-Virtualbox,CVE-2022-32792 affects gir1.2-webkit2-4.0,9.923420729793506
4429,Subhankar-Virtualbox,CVE-2022-32792 affects libwebkit2gtk-4.0-37,7.556102614879499
4430,Subhankar-Virtualbox,CVE-2022-22576 affects libcurl3-gnutls,0.23481300543602646
4431,Subhankar-Virtualbox,CVE-2023-28162 affects thunderbird-gnome-support,3.387261953209866
4432,Subhankar-Virtualbox,CVE-2023-28164 affects thunderbird-gnome-support,7.159522248196602
4433,Subhankar-Virtualbox,CVE-2023-22008 affects libmysqlclient21,4.803321114452467
4434,Subhankar-Virtualbox,CVE-2022-3032 affects thunderbird,2.141915057985939
4435,Subhankar-Virtualbox,CVE-2023-0801 affects libtiff5,4.99594571663784
4436,Subhankar-Virtualbox,CVE-2022-48064 affects libbinutils,3.5957803189481985
4437,Subhankar-Virtualbox,CVE-2022-48064 affects libctf-nobfd0,5.041087322834555
4438,Subhankar-Virtualbox,CVE-2023-0802 affects libtiff5,5.80873890537744
4439,Subhankar-Virtualbox,CVE-2022-48065 affects binutils-x86-64-linux-gnu,1.044424069199008
4440,Subhankar-Virtualbox,CVE-2022-3591 affects xxd,1.8365466492380633
4441,Subhankar-Virtualbox,CVE-2022-3034 affects thunderbird,1.5093779443399113
4442,Subhankar-Virtualbox,CVE-2022-3034 affects thunderbird-gnome-support,0.44837697260782794
4443,Subhankar-Virtualbox,CVE-2022-3037 affects xxd,3.1810810259400357
4444,Subhankar-Virtualbox,CVE-2022-0987 affects packagekit,8.102501511289772
4445,Subhankar-Virtualbox,CVE-2022-0987 affects packagekit-tools,8.318067438996833
4446,Subhankar-Virtualbox,CVE-2022-46880 affects thunderbird-gnome-support,2.1215404217535294
4447,Subhankar-Virtualbox,CVE-2022-46882 affects thunderbird-gnome-support,2.206954505387637
4448,Subhankar-Virtualbox,CVE-2020-12825 affects libcroco3,4.666022538579528
4449,Subhankar-Virtualbox,CVE-2023-25730 affects thunderbird,9.622245814536987
4450,Subhankar-Virtualbox,CVE-2022-1242 affects python3-problem-report,8.673049743993603
4451,Subhankar-Virtualbox,CVE-2023-25735 affects thunderbird-gnome-support,3.8433096936037927
4452,Subhankar-Virtualbox,CVE-2023-25737 affects thunderbird,4.632318354989321
4453,Subhankar-Virtualbox,CVE-2023-25739 affects thunderbird-gnome-support,5.929244783020021
4454,Subhankar-Virtualbox,CVE-2022-36059 affects thunderbird,7.435401555461763
4455,Subhankar-Virtualbox,CVE-2024-21885 affects xserver-xorg-legacy,4.5032779377019665
4456,Subhankar-Virtualbox,CVE-2024-21885 affects xwayland,7.8435191138406175
4457,Subhankar-Virtualbox,CVE-2023-37211 affects thunderbird,8.674015335655273
4458,Subhankar-Virtualbox,CVE-2024-21886 affects xserver-xephyr,2.2057886553854686
4459,Subhankar-Virtualbox,CVE-2024-21886 affects xserver-xorg-core,8.256498315761625
4460,Subhankar-Virtualbox,CVE-2023-32681 affects python3-requests,6.229049864574998
4461,Subhankar-Virtualbox,CVE-2022-2068 affects libssl1.1,7.39136527210241
4462,Subhankar-Virtualbox,CVE-2022-2068 affects openssl,1.5507350247650376
4463,Subhankar-Virtualbox,CVE-2022-45403 affects thunderbird,6.720420382065912
4464,Subhankar-Virtualbox,CVE-2022-45403 affects thunderbird-gnome-support,6.741954532901705
4465,Subhankar-Virtualbox,CVE-2022-4415 affects systemd-sysv,1.0687848922523102
4466,Subhankar-Virtualbox,CVE-2022-4415 affects systemd-timesyncd,0.2078356110848656
4467,Subhankar-Virtualbox,CVE-2022-4415 affects udev,7.417114134572912
4468,Subhankar-Virtualbox,CVE-2024-20965 affects libmysqlclient21,6.928354205963922
4469,Subhankar-Virtualbox,CVE-2022-0729 affects vim-tiny,7.451538446456354
4470,Subhankar-Virtualbox,CVE-2022-38090 affects intel-microcode,9.353136668908698
4471,Subhankar-Virtualbox,CVE-2021-25636 affects libjuh-java,2.763915706701543
4472,Subhankar-Virtualbox,CVE-2021-25636 affects libjurt-java,9.522762208318628
4473,Subhankar-Virtualbox,CVE-2021-25636 affects libreoffice-pdfimport,8.016232959343355
4474,Subhankar-Virtualbox,CVE-2021-25636 affects libreoffice-writer,3.7039533227851673
4475,Subhankar-Virtualbox,CVE-2021-25636 affects libuno-cppu3,8.291108751114349
4476,Subhankar-Virtualbox,CVE-2021-25636 affects libuno-salhelpergcc3-3,1.6633683361149798
4477,Subhankar-Virtualbox,CVE-2021-25636 affects ure,1.3464015424536058
4478,Subhankar-Virtualbox,CVE-2022-45141 affects samba-libs,7.409181188293123
4479,Subhankar-Virtualbox,CVE-2022-45142 affects libgssapi3-heimdal,4.796130419956517
4480,Subhankar-Virtualbox,CVE-2022-45142 affects libheimntlm0-heimdal,1.7326199998013203
4481,Subhankar-Virtualbox,CVE-2022-45142 affects libroken18-heimdal,5.225147333782233
4482,Subhankar-Virtualbox,CVE-2020-27779 affects grub-common,8.393808888872822
4483,Subhankar-Virtualbox,CVE-2020-27779 affects grub-pc-bin,9.272842522223543
4484,Subhankar-Virtualbox,CVE-2020-27779 affects grub2-common,7.439968053516628
4485,Subhankar-Virtualbox,CVE-2016-1585 affects apparmor,5.492727274797998
4486,Subhankar-Virtualbox,CVE-2023-45866 affects bluez-cups,4.028369689878759
4487,Subhankar-Virtualbox,CVE-2023-45866 affects libbluetooth3,2.0059873889254822
4488,Subhankar-Virtualbox,CVE-2022-26691 affects cups-bsd,0.8014437636613425
4489,Subhankar-Virtualbox,CVE-2023-0950 affects fonts-opensymbol,0.452693897948957
4490,Subhankar-Virtualbox,CVE-2023-0950 affects libjuh-java,9.683788193022336
4491,Subhankar-Virtualbox,CVE-2023-0950 affects libjurt-java,6.2930102735823725
4492,Subhankar-Virtualbox,CVE-2023-0950 affects libreoffice-base-core,4.057737104281105
4493,Subhankar-Virtualbox,CVE-2023-0950 affects libreoffice-gtk3,2.5058314289652506
4494,Subhankar-Virtualbox,CVE-2023-0950 affects libreoffice-pdfimport,9.921798237645003
4495,Subhankar-Virtualbox,CVE-2023-0950 affects libreoffice-style-colibre,5.842137866581996
4496,Subhankar-Virtualbox,CVE-2023-0950 affects libridl-java,5.399117764998915
4497,Subhankar-Virtualbox,CVE-2023-0950 affects python3-uno,3.8154439117113315
4498,Subhankar-Virtualbox,CVE-2023-0950 affects ure,5.23308305741585
4499,Subhankar-Virtualbox,CVE-2022-0572 affects xxd,2.6282675795831123
4500,Subhankar-Virtualbox,CVE-2023-6860 affects thunderbird,3.202612309572733
4501,Subhankar-Virtualbox,CVE-2023-6860 affects thunderbird-gnome-support,4.89113151914583
4502,Subhankar-Virtualbox,CVE-2023-6861 affects thunderbird-gnome-support,9.867339220579732
4503,Subhankar-Virtualbox,CVE-2023-6862 affects thunderbird,0.938897025840667
4504,Subhankar-Virtualbox,CVE-2023-6862 affects thunderbird-gnome-support,4.987331826740774
4505,Subhankar-Virtualbox,CVE-2023-6863 affects thunderbird-gnome-support,5.9732517481816
4506,Subhankar-Virtualbox,CVE-2023-6864 affects thunderbird-gnome-support,4.023154533971143
4507,Subhankar-Virtualbox,CVE-2023-29491 affects libncurses6,5.96566473526432
4508,Subhankar-Virtualbox,CVE-2023-29491 affects libtinfo6,9.889986819135567
4509,Subhankar-Virtualbox,CVE-2023-29491 affects ncurses-bin,6.573716912521742
4510,Subhankar-Virtualbox,CVE-2020-12413 affects libnss3,8.95532604318648
4511,Subhankar-Virtualbox,CVE-2022-21607 affects libmysqlclient21,1.3653766569460102
4512,Subhankar-Virtualbox,CVE-2023-5176 affects thunderbird,5.682131613364447
4513,Subhankar-Virtualbox,CVE-2023-5176 affects thunderbird-gnome-support,4.4748592066850374
4514,Subhankar-Virtualbox,CVE-2022-2795 affects bind9-host,0.19880539723052038
4515,Subhankar-Virtualbox,CVE-2022-2795 affects bind9-libs,3.6334719359741796
4516,Subhankar-Virtualbox,CVE-2021-3899 affects apport-gtk,6.01369972132371
4517,Subhankar-Virtualbox,CVE-2023-22028 affects libmysqlclient21,7.806512025232763
4518,Subhankar-Virtualbox,CVE-2022-38472 affects thunderbird,4.3419491925467515
4519,Subhankar-Virtualbox,CVE-2022-38472 affects thunderbird-gnome-support,2.4358391951004075
4520,Subhankar-Virtualbox,CVE-2022-38473 affects thunderbird,3.9437620210804356
4521,Subhankar-Virtualbox,CVE-2022-38473 affects thunderbird-gnome-support,2.8072327661396224
4522,Subhankar-Virtualbox,CVE-2022-38475 affects thunderbird,0.49928907063942707
4523,Subhankar-Virtualbox,CVE-2022-38475 affects thunderbird-gnome-support,8.721036259830466
4524,Subhankar-Virtualbox,CVE-2022-38477 affects thunderbird-gnome-support,7.468548362240659
4525,Subhankar-Virtualbox,CVE-2022-38478 affects thunderbird,0.09283396909415154
4526,Subhankar-Virtualbox,CVE-2022-0443 affects vim-tiny,8.37793328810428
4527,Subhankar-Virtualbox,CVE-2022-39347 affects libfreerdp-client2-2,0.9385586698901482
4528,Subhankar-Virtualbox,CVE-2023-4863 affects thunderbird,3.9957838854266114
4529,Subhankar-Virtualbox,CVE-2023-4863 affects thunderbird-gnome-support,1.4668048645016074
4530,Subhankar-Virtualbox,CVE-2022-35252 affects libcurl3-gnutls,6.4457977774076225
4531,Subhankar-Virtualbox,CVE-2022-1920 affects gstreamer1.0-gtk3,6.8142960417741705
4532,Subhankar-Virtualbox,CVE-2022-1920 affects gstreamer1.0-pulseaudio,5.103709915187757
4533,Subhankar-Virtualbox,CVE-2022-1921 affects gstreamer1.0-plugins-good,1.0814650716665974
4534,Subhankar-Virtualbox,CVE-2022-1921 affects libgstreamer-plugins-good1.0-0,7.947562827658075
4535,Subhankar-Virtualbox,CVE-2022-1924 affects gstreamer1.0-plugins-good,1.6748319183082716
4536,Subhankar-Virtualbox,CVE-2022-1924 affects gstreamer1.0-pulseaudio,8.546738981904028
4537,Subhankar-Virtualbox,CVE-2023-0215 affects libssl1.1,1.5847686980849163
4538,Subhankar-Virtualbox,CVE-2021-30560 affects libxslt1.1,1.8241489741488415
4539,Subhankar-Virtualbox,CVE-2022-45420 affects thunderbird-gnome-support,9.319595894943443
4540,Subhankar-Virtualbox,CVE-2023-4813 affects libc-bin,7.783680916367928
4541,Subhankar-Virtualbox,CVE-2022-39249 affects thunderbird,7.135211051373977
4542,Subhankar-Virtualbox,CVE-2022-39249 affects thunderbird-gnome-support,9.540416192940635
4543,Subhankar-Virtualbox,CVE-2024-20981 affects libmysqlclient21,6.950756502711389
4544,Subhankar-Virtualbox,CVE-2023-40574 affects libfreerdp2-2,5.317359496512152
4545,Subhankar-Virtualbox,CVE-2023-40574 affects libwinpr2-2,5.943871496675844
4546,Subhankar-Virtualbox,CVE-2023-40575 affects libfreerdp-client2-2,0.8753993745573818
4547,Subhankar-Virtualbox,CVE-2021-42529 affects libexempi8,1.0800000565189694
4548,Subhankar-Virtualbox,CVE-2023-40576 affects libfreerdp-client2-2,3.848057574794753
4549,Subhankar-Virtualbox,CVE-2022-40899 affects python3-future,6.486700610331897
4550,Subhankar-Virtualbox,CVE-2023-4154 affects libsmbclient,1.373281705849716
4551,Subhankar-Virtualbox,CVE-2023-4154 affects samba-libs,3.5834516971440102
4552,Subhankar-Virtualbox,CVE-2022-40284 affects libntfs-3g883,2.5049054701915994
4553,Subhankar-Virtualbox,CVE-2022-40284 affects ntfs-3g,8.23723416197995
4554,Subhankar-Virtualbox,CVE-2022-33972 affects intel-microcode,8.556280936149461
4555,Subhankar-Virtualbox,CVE-2023-32700 affects libkpathsea6,3.9006783384080546
4556,Subhankar-Virtualbox,CVE-2023-32700 affects libsynctex2,7.912765596003358
4557,Subhankar-Virtualbox,CVE-2022-37454 affects libpython3.8,5.166863619894853
4558,Subhankar-Virtualbox,CVE-2022-37454 affects libpython3.8-minimal,1.4536791202800314
4559,Subhankar-Virtualbox,CVE-2022-37454 affects libpython3.8-stdlib,3.268524243044817
4560,Subhankar-Virtualbox,CVE-2022-2031 affects libsmbclient,1.709124494778519
4561,Subhankar-Virtualbox,CVE-2022-2031 affects samba-libs,4.2647266105156
4562,Subhankar-Virtualbox,CVE-2022-22756 affects thunderbird-gnome-support,2.029553938519272
4563,Subhankar-Virtualbox,CVE-2023-23602 affects thunderbird-gnome-support,2.6593763944355677
4564,Subhankar-Virtualbox,CVE-2023-23605 affects thunderbird-gnome-support,4.36231093174764
4565,Subhankar-Virtualbox,CVE-2022-34480 affects libnss3,4.925392598167616
4566,Subhankar-Virtualbox,CVE-2022-34480 affects thunderbird-gnome-support,3.067796054261114
4567,Subhankar-Virtualbox,CVE-2022-34484 affects thunderbird-gnome-support,4.5369807744720045
4568,Subhankar-Virtualbox,CVE-2023-0922 affects libsmbclient,8.556652511839077
4569,Subhankar-Virtualbox,CVE-2023-22078 affects libmysqlclient21,4.948969889889094
4570,Subhankar-Virtualbox,CVE-2023-22079 affects libmysqlclient21,9.321735000637744
4571,Subhankar-Virtualbox,CVE-2022-0547 affects openvpn,1.8688630809880658
4572,Subhankar-Virtualbox,CVE-2023-40217 affects libpython3.8,9.611867354685417
4573,Subhankar-Virtualbox,CVE-2023-40217 affects libpython3.8-stdlib,6.263803758293436
4574,Subhankar-Virtualbox,CVE-2022-31740 affects thunderbird-gnome-support,1.0528134112245846
4575,Subhankar-Virtualbox,CVE-2022-31741 affects thunderbird,4.778980249541193
4576,Subhankar-Virtualbox,CVE-2022-31742 affects thunderbird,1.790575227586132
4577,Subhankar-Virtualbox,CVE-2022-31742 affects thunderbird-gnome-support,6.841283614179341
4578,Subhankar-Virtualbox,CVE-2022-31744 affects thunderbird-gnome-support,2.38173513262266
4579,Subhankar-Virtualbox,CVE-2022-31747 affects thunderbird,9.648886150271037
4580,Subhankar-Virtualbox,CVE-2022-21522 affects libmysqlclient21,6.175672009785394
4581,Subhankar-Virtualbox,CVE-2022-21525 affects libmysqlclient21,8.186034988785677
4582,Subhankar-Virtualbox,CVE-2022-21526 affects libmysqlclient21,9.47486415797552
4583,Subhankar-Virtualbox,CVE-2022-21527 affects libmysqlclient21,6.046161883472992
4584,Subhankar-Virtualbox,CVE-2022-21529 affects libmysqlclient21,0.09504478392379445
4585,Subhankar-Virtualbox,CVE-2022-2845 affects vim-common,5.654521010837422
4586,Subhankar-Virtualbox,CVE-2023-2610 affects vim-common,2.3402211068662737
4587,Subhankar-Virtualbox,CVE-2020-35512 affects dbus,3.754635484091775
4588,Subhankar-Virtualbox,CVE-2021-39847 affects libexempi8,7.440047332548407
4589,Subhankar-Virtualbox,CVE-2023-5171 affects thunderbird,2.024773392141257
4590,Subhankar-Virtualbox,CVE-2022-1619 affects vim-common,8.118371664776014
4591,Subhankar-Virtualbox,CVE-2023-36664 affects libgs9-common,7.959888608723479
4592,Subhankar-Virtualbox,CVE-2023-6377 affects xserver-xephyr,5.528623671967253
4593,Subhankar-Virtualbox,CVE-2023-6377 affects xserver-xorg-core,2.2317028289554894
4594,Subhankar-Virtualbox,CVE-2023-21962 affects libmysqlclient21,7.51934298312007
4595,Subhankar-Virtualbox,CVE-2023-21963 affects libmysqlclient21,5.421670780066151
4596,Subhankar-Virtualbox,CVE-2023-36054 affects libk5crypto3,9.109521352565698
4597,Subhankar-Virtualbox,CVE-2023-36054 affects libkrb5support0,8.311938181431751
4598,Subhankar-Virtualbox,CVE-2023-21966 affects libmysqlclient21,2.506856033792877
4599,Subhankar-Virtualbox,CVE-2021-36085 affects libsepol1,6.98016064398519
4600,Subhankar-Virtualbox,CVE-2023-42669 affects samba-libs,2.0329639637304275
4601,Subhankar-Virtualbox,CVE-2022-3256 affects vim-common,5.338998167032461
4602,Subhankar-Virtualbox,CVE-2022-3256 affects xxd,7.555413381023696
4603,Subhankar-Virtualbox,CVE-2023-4504 affects cups-client,1.3777996789790459
4604,Subhankar-Virtualbox,CVE-2022-26710 affects gir1.2-javascriptcoregtk-4.0,5.261497869496292
4605,Subhankar-Virtualbox,CVE-2022-26710 affects libjavascriptcoregtk-4.0-18,9.528309323481201
4606,Subhankar-Virtualbox,CVE-2020-27749 affects grub-common,3.414815516863905
4607,Subhankar-Virtualbox,CVE-2020-27749 affects grub-pc,9.311512566759394
4608,Subhankar-Virtualbox,CVE-2022-26307 affects libuno-sal3,2.770154877599534
4609,Subhankar-Virtualbox,CVE-2023-4045 affects thunderbird-gnome-support,6.200483465812059
4610,Subhankar-Virtualbox,CVE-2023-4046 affects thunderbird,2.8002898110037244
4611,Subhankar-Virtualbox,CVE-2022-46692 affects gir1.2-javascriptcoregtk-4.0,3.0072367897234975
4612,Subhankar-Virtualbox,CVE-2022-46692 affects libjavascriptcoregtk-4.0-18,5.670004155902095
4613,Subhankar-Virtualbox,CVE-2022-46692 affects libwebkit2gtk-4.0-37,4.977967687945806
4614,Subhankar-Virtualbox,CVE-2022-1664 affects dpkg,3.1479396751845834
4615,Subhankar-Virtualbox,CVE-2023-6478 affects xserver-xephyr,4.24353973049183
4616,Subhankar-Virtualbox,CVE-2023-6478 affects xwayland,0.35249482335379834
4617,Subhankar-Virtualbox,CVE-2022-46699 affects gir1.2-javascriptcoregtk-4.0,2.5799451598189096
4618,Subhankar-Virtualbox,CVE-2022-46699 affects libjavascriptcoregtk-4.0-18,8.207774328299642
4619,Subhankar-Virtualbox,CVE-2022-46699 affects libwebkit2gtk-4.0-37,3.0375739342486763
4620,Subhankar-Virtualbox,CVE-2023-1999 affects libwebpdemux2,9.47678460715871
4621,Subhankar-Virtualbox,CVE-2022-32919 affects gir1.2-webkit2-4.0,0.6375437578548182
4622,Subhankar-Virtualbox,CVE-2022-32919 affects libjavascriptcoregtk-4.0-18,2.3827200764012413
4623,Subhankar-Virtualbox,CVE-2021-39537 affects ncurses-base,9.135885379327918
4624,Subhankar-Virtualbox,CVE-2021-39537 affects ncurses-bin,4.895160450163216
4625,Subhankar-Virtualbox,CVE-2022-21166 affects intel-microcode,1.1423618718715034
4626,Subhankar-Virtualbox,CVE-2022-37290 affects nautilus,5.024916418461966
4627,Subhankar-Virtualbox,CVE-2023-2255 affects libjuh-java,2.3442279445283787
4628,Subhankar-Virtualbox,CVE-2022-26716 affects gir1.2-webkit2-4.0,4.248682854297047
4629,Subhankar-Virtualbox,CVE-2022-26716 affects libjavascriptcoregtk-4.0-18,8.552588585290929
4630,Subhankar-Virtualbox,CVE-2022-26716 affects libwebkit2gtk-4.0-37,5.142390380494762
4631,Subhankar-Virtualbox,CVE-2022-26717 affects gir1.2-webkit2-4.0,1.0643843115541152
4632,Subhankar-Virtualbox,CVE-2022-26717 affects libjavascriptcoregtk-4.0-18,9.203764796674976
4633,Subhankar-Virtualbox,CVE-2022-26719 affects gir1.2-webkit2-4.0,9.972153141414335
4634,Subhankar-Virtualbox,CVE-2022-26719 affects libwebkit2gtk-4.0-37,6.517626660169298
4635,Subhankar-Virtualbox,CVE-2022-40023 affects python3-mako,1.2234143268672937
4636,Subhankar-Virtualbox,CVE-2022-36320 affects thunderbird,6.35829498890854
4637,Subhankar-Virtualbox,CVE-2023-21913 affects libmysqlclient21,1.1475006200334137
4638,Subhankar-Virtualbox,CVE-2023-21917 affects libmysqlclient21,9.662088006697454
4639,Subhankar-Virtualbox,CVE-2019-6461 affects libcairo-gobject2,4.485129874355027
4640,Subhankar-Virtualbox,CVE-2019-6462 affects libcairo-gobject2,1.0019009763373066
4641,Subhankar-Virtualbox,CVE-2023-21864 affects libmysqlclient21,0.6073895808657781
4642,Subhankar-Virtualbox,CVE-2023-21867 affects libmysqlclient21,5.857626943893295
4643,Subhankar-Virtualbox,CVE-2022-42930 affects thunderbird,5.8081094840911796
4644,Subhankar-Virtualbox,CVE-2022-42931 affects thunderbird,7.7181260018352384
4645,Subhankar-Virtualbox,CVE-2022-2284 affects vim-common,0.20791510675811864
4646,Subhankar-Virtualbox,CVE-2022-2285 affects vim-common,6.471417772074818
4647,Subhankar-Virtualbox,CVE-2021-3995 affects bsdutils,6.081712594300442
4648,Subhankar-Virtualbox,CVE-2021-3996 affects bsdutils,6.336364200358321
4649,Subhankar-Virtualbox,CVE-2023-23601 affects thunderbird-gnome-support,5.5374917588149986
4650,Subhankar-Virtualbox,CVE-2022-1925 affects gstreamer1.0-gtk3,8.12136609698901
4651,Subhankar-Virtualbox,CVE-2022-1925 affects gstreamer1.0-pulseaudio,9.054004411003955
4652,Subhankar-Virtualbox,CVE-2022-1927 affects xxd,6.550282465689211
4653,Subhankar-Virtualbox,CVE-2022-41916 affects libasn1-8-heimdal,3.796844721192547
4654,Subhankar-Virtualbox,CVE-2022-41916 affects libheimntlm0-heimdal,2.5621834618547346
4655,Subhankar-Virtualbox,CVE-2022-41916 affects libhx509-5-heimdal,1.185930150419422
4656,Subhankar-Virtualbox,CVE-2022-41916 affects libkrb5-26-heimdal,6.313422657693781
4657,Subhankar-Virtualbox,CVE-2022-41916 affects libwind0-heimdal,7.83487759599879
4658,Subhankar-Virtualbox,CVE-2022-0391 affects python3.8-minimal,9.40802554601648
4659,Subhankar-Virtualbox,CVE-2022-46340 affects xserver-common,4.239117049265068
4660,Subhankar-Virtualbox,CVE-2023-24329 affects python3.8,5.422511790517664
4661,Subhankar-Virtualbox,CVE-2022-46341 affects xserver-common,7.158544048297955
4662,Subhankar-Virtualbox,CVE-2022-46341 affects xserver-xorg-core,8.473531710481701
4663,Subhankar-Virtualbox,CVE-2022-46343 affects xserver-common,0.7806450545706112
4664,Subhankar-Virtualbox,CVE-2022-46343 affects xwayland,4.575334777763636
4665,Subhankar-Virtualbox,CVE-2023-25751 affects thunderbird,9.288285614620209
4666,Subhankar-Virtualbox,CVE-2016-2781 affects coreutils,0.7967575981372621
4667,Subhankar-Virtualbox,CVE-2023-2255 affects libreoffice-calc,7.096172142472602
4668,Subhankar-Virtualbox,CVE-2023-2255 affects libreoffice-draw,7.176865920552432
4669,Subhankar-Virtualbox,CVE-2023-2255 affects libreoffice-help-common,6.469390199919025
4670,Subhankar-Virtualbox,CVE-2023-2255 affects libreoffice-impress,8.998631210740434
4671,Subhankar-Virtualbox,CVE-2023-2255 affects libreoffice-style-breeze,4.378546930930671
4672,Subhankar-Virtualbox,CVE-2023-2255 affects libridl-java,3.3315970839317846
4673,Subhankar-Virtualbox,CVE-2023-2255 affects libuno-cppuhelpergcc3-3,7.1644283779543585
4674,Subhankar-Virtualbox,CVE-2023-2255 affects libuno-sal3,4.613302969700051
4675,Subhankar-Virtualbox,CVE-2023-2255 affects python3-uno,7.201460579655939
4676,Subhankar-Virtualbox,CVE-2022-22590 affects gir1.2-webkit2-4.0,9.934702020632354
